primary_table,is_multi_table,secondary_table,question
ca_tweets,True,usa_census_block_groups_2020,What is the correlation between the percentage of owner-occupied housing units and the number of tweets in each census block group in California?
ca_tweets,True,usa_census_block_groups_2020,Which census block group has the highest proportion of tweets in Spanish within Orange County?
ca_tweets,True,usa_census_block_groups_2020,What is the average number of followers for users who tweeted from census block groups with more than 50% Black population in California?
cell_towers_us,False,,How many cell towers are there in the database?
cell_towers_us,False,,What is the most common radio technology used by cell towers?
cell_towers_us,False,,Which mobile country code (MCC) has the highest number of cell towers?
cell_towers_us,False,,What is the average range of cell towers in the United States?
cell_towers_us,False,,Which radio technology has the highest average signal strength?
cell_towers_us,False,,"How many cell towers were created before a specific date, such as January 1, 2018?"
cell_towers_us,False,,In which area are the majority of cell towers located?
cell_towers_us,False,,What is the current total number of samples taken from all cell towers?
cell_towers_us,False,,Which network (net) has the highest number of cell towers using LTE technology?
cell_towers_us,False,,"For cell towers with more than a specific number of samples, such as 100, what is the average range?"
cell_towers_us,True,usa_zipcodes,Which ZIP code has the highest number of cell towers within its boundaries?
cell_towers_us,True,usa_zipcodes,"What is the average signal strength of cell towers located in a specific ZIP code, such as 71238?"
cell_towers_us,True,usa_zipcodes,In which ZIP code area is the highest average signal strength for LTE cell towers found?
cell_towers_us,True,usa_zipcodes,What is the total population covered by cell towers using CDMA technology?
cell_towers_us,True,usa_zipcodes,"How many cell towers are located within a specific distance, such as 1 mile, from the centroid of a ZIP code?"
cell_towers_us,True,usa_zipcodes,Which radio technology is most common within the top 5 most populous ZIP codes?
cell_towers_us,True,usa_zipcodes,"What is the average range of cell towers in ZIP codes with a population greater than a specific threshold, such as 10,000?"
cell_towers_us,True,usa_zipcodes,"How many cell towers using LTE technology are located in ZIP codes with a population less than a specific threshold, such as 5,000?"
cell_towers_us,True,usa_zipcodes,"What is the average number of cell towers per square mile in ZIP codes with a population density greater than a certain threshold, such as 1,000 people per square mile?"
cell_towers_us,True,usa_zipcodes,"Which network (net) has the highest number of cell towers in ZIP codes with a population greater than a specific threshold, such as 20,000?"
cell_towers_world,False,,How many cell towers are there in the database?
cell_towers_world,False,,What is the most common radio type used by cell towers?
cell_towers_world,False,,Which Mobile Country Code (MCC) has the highest number of cell towers?
cell_towers_world,False,,What is the average range of cell towers for each radio type?
cell_towers_world,False,,"What are the top 5 areas with the highest number of cell towers, and how many cell towers are there in each area?"
cell_towers_world,False,,What percentage of cell towers have a changeable status?
cell_towers_world,False,,"Which cell tower has the greatest range, and where is it located (latitude and longitude)?"
cell_towers_world,False,,"On average, how many samples are collected from cell towers using the GSM radio type?"
cell_towers_world,False,,In which year were the majority of cell towers created?
cell_towers_world,False,,"What is the average signal strength for cell towers in a specific MCC, such as 208?"
cell_towers_world,True,world_cities,Which city has the highest number of cell towers within its boundaries?
cell_towers_world,True,world_cities,What is the average signal strength of cell towers located in capital cities?
cell_towers_world,True,world_cities,In which country are cell towers with the highest average range located?
cell_towers_world,True,world_cities,"How many cell towers are there within a 10 km radius of a specific city, such as Washington?"
cell_towers_world,True,world_cities,What is the total population of cities that have more than 100 cell towers within their boundaries?
cell_towers_world,True,world_cities,Which city has the highest density of cell towers (number of cell towers per square kilometer)?
cell_towers_world,True,world_cities,What is the average range of cell towers in cities with a population greater than 1 million?
cell_towers_world,True,world_cities,Which admin_name has the highest number of cell towers using the LTE radio type?
cell_towers_world,True,world_cities,"In capital cities, what radio type is most commonly used by cell towers?"
cell_towers_world,True,world_cities,Are cell towers with higher signal strength more likely to be located in urban or rural areas?
aishub_2021_06_16,False,,How many vessels are recorded in the dataset?
aishub_2021_06_16,False,,What is the most common vessel type?
aishub_2021_06_16,False,,What is the average speed of all vessels?
aishub_2021_06_16,False,,What is the most common destination for vessels?
aishub_2021_06_16,False,,Which vessel has the longest combined bow and stern meters?
aishub_2021_06_16,False,,What is the average course over ground for vessels with a speed over 5 knots?
aishub_2021_06_16,False,,"What are the top 5 most common device types, and how many times do they occur?"
aishub_2021_06_16,False,,Which vessels have an ETA within the next 24 hours?
aishub_2021_06_16,False,,How many vessels have a position accuracy of 5 or better?
aishub_2021_06_16,False,,In which geographic region are the majority of vessels located based on their latitude and longitude?
aishub_2021_06_16,True,usa_shipping_ports,How many vessels are located near a USA shipping port within a distance of 10 kilometers?
aishub_2021_06_16,True,usa_shipping_ports,What is the most common vessel type near the Mississippi River ports?
aishub_2021_06_16,True,usa_shipping_ports,Which USA shipping port has the highest number of vessels within a 5-kilometer radius?
aishub_2021_06_16,True,usa_shipping_ports,What is the average speed of vessels near Gulf Intercoastal Waterway ports?
aishub_2021_06_16,True,usa_shipping_ports,How many vessels have a destination that matches the name of a USA shipping port?
aishub_2021_06_16,True,usa_shipping_ports,What proportion of vessels with a position accuracy of 5 or better are located near Atlantic Ocean ports?
aishub_2021_06_16,True,usa_shipping_ports,Which state has the highest number of vessels within a 15-kilometer radius of its shipping ports?
aishub_2021_06_16,True,usa_shipping_ports,What are the top 3 most common destinations for vessels located near Lake Michigan ports?
aishub_2021_06_16,True,usa_shipping_ports,How many vessels with a device type of 10 are within a 10-kilometer radius of Pacific Ocean ports?
aishub_2021_06_16,True,usa_shipping_ports,"In which waterway are the majority of vessels with a speed over 5 knots located, based on their proximity to USA shipping ports?"
aishub_2021_06_16,False,,What is the total number of vessels in the dataset?
aishub_2021_06_16,False,,Which vessel has the highest speed_over_ground value?
aishub_2021_06_16,False,,What is the most common destination for vessels in the dataset?
aishub_2021_06_16,False,,What is the average vessel speed_over_ground for vessels heading to Amsterdam?
aishub_2021_06_16,False,,Which vessel types have an average speed_over_ground greater than 5 knots?
aishub_2021_06_16,False,,What proportion of vessels have a position_accuracy of 0?
aishub_2021_06_16,False,,What are the top 3 most common vessel names in the dataset?
aishub_2021_06_16,False,,Which vessels have a destination of Rotterdam and an ETA within the next 24 hours?
aishub_2021_06_16,False,,What is the average vessel length (sum of bow_meters and stern_meters) for each vessel type?
aishub_2021_06_16,False,,In which two-hour time window were the most vessel movements recorded?
aishub_2021_06_16,True,countries,What is the average speed_over_ground for vessels in each continent?
aishub_2021_06_16,True,countries,Which country has the highest number of vessels within its borders?
aishub_2021_06_16,True,countries,What is the total number of vessels in European countries compared to North American countries?
aishub_2021_06_16,True,countries,Which countries have the most vessels with a speed_over_ground greater than 15 knots?
aishub_2021_06_16,True,countries,In which subregion are vessels traveling at the highest average speed_over_ground?
aishub_2021_06_16,True,countries,What are the top 5 destination countries for vessels in the dataset?
aishub_2021_06_16,True,countries,Which country has the largest number of vessels with a position_accuracy of 0?
aishub_2021_06_16,True,countries,What is the average vessel length (sum of bow_meters and stern_meters) for each country in the top 5 destination countries?
aishub_2021_06_16,True,countries,"In which country are vessels with a type of ""70"" most commonly found?"
aishub_2021_06_16,True,countries,"What is the proportion of vessels with a device_type of ""10"" in high-income countries compared to low-income countries?"
cell_towers_world,False,,What are the different radio types present in the cell_towers_world table?
cell_towers_world,False,,Which Mobile Country Codes (MCCs) are the most common in the cell_towers_world table?
cell_towers_world,False,,How many cell towers are operating on each network code (net)?
cell_towers_world,False,,What is the average geographical range of cell towers for each radio type?
cell_towers_world,False,,Can you find the top 5 areas with the highest number of cell towers?
cell_towers_world,False,,Which area has the highest average signal strength?
cell_towers_world,False,,"How many cell towers were created before a specific date, for example, January 1, 2015?"
cell_towers_world,False,,What is the distribution of cell towers based on their changeability (1 or 0)?
cell_towers_world,False,,"What are the top 3 countries with the most cell towers, based on their Mobile Country Codes (MCCs)?"
cell_towers_world,False,,In which area do cell towers have the longest average range?
cell_towers_world,True,countries,Which countries have the highest number of cell towers within their borders?
cell_towers_world,True,countries,What is the average signal strength of cell towers in each continent?
cell_towers_world,True,countries,In which country do cell towers have the highest average range?
cell_towers_world,True,countries,How many cell towers are located in countries with a high income: OECD classification?
cell_towers_world,True,countries,"Which countries with a ""Developed region: G7"" economy have the most cell towers?"
cell_towers_world,True,countries,What is the distribution of cell towers across different income group classifications?
cell_towers_world,True,countries,In which subregions are the highest number of cell towers with a changeability of 1 located?
cell_towers_world,True,countries,How many cell towers are there in countries belonging to each region defined by the United Nations?
cell_towers_world,True,countries,What is the average number of cell towers per country in each continent?
cell_towers_world,True,countries,Which countries have the highest and lowest density of cell towers based on their population estimates?
sfmta_buses,False,,How many buses are currently being monitored in the database?
sfmta_buses,False,,What is the most recent timestamp available in the dataset?
sfmta_buses,False,,What is the average speed of all buses in the dataset?
sfmta_buses,False,,"What are the top 5 highest speeds recorded in the dataset, and how many times do they occur?"
sfmta_buses,False,,"Which buses have a predictable status of 1, indicating their locations and speeds can be predicted?"
sfmta_buses,False,,What is the average speed of buses with a predictable status of 1 compared to those with a status of 0?
sfmta_buses,False,,"For buses assigned to the same train assignment, which train assignment has the highest average speed?"
sfmta_buses,False,,In which geographic area (latitude and longitude ranges) do the buses with the highest average speeds operate?
sfmta_buses,False,,What is the percentage of buses with a predictable status of 1 compared to the total number of buses monitored?
sfmta_buses,True,usa_zipcodes,What is the average bus speed for each zipcode in the dataset?
sfmta_buses,True,usa_zipcodes,Which zipcode has the highest number of buses passing through it?
sfmta_buses,True,usa_zipcodes,In which zipcode do buses have the highest average speed?
sfmta_buses,True,usa_zipcodes,What is the total population of zipcodes with buses having an average speed above a certain threshold?
sfmta_buses,True,usa_zipcodes,How does the average speed of buses in zipcodes with a population above a certain threshold compare to those with a population below that threshold?
sfmta_buses,True,usa_zipcodes,What is the proportion of predictable buses in each zipcode in the dataset?
sfmta_buses,True,usa_zipcodes,Which zipcode has the highest percentage of buses with a predictable status of 1?
sfmta_buses,True,usa_zipcodes,In which zipcode is the highest speed recorded for a bus with a predictable status of 1?
sfmta_buses,True,usa_zipcodes,"For zipcodes with more than a certain number of buses, which zipcode has the highest average bus speed?"
sfmta_buses,True,usa_zipcodes,What is the correlation between the total population of a zipcode and the average speed of buses passing through it?
sfmta_buses,False,,How many buses are currently being tracked in the sfmta_buses table?
sfmta_buses,False,,What is the most common train assignment for buses in the sfmta_buses table?
sfmta_buses,False,,What is the average speed of all buses in the sfmta_buses table?
sfmta_buses,False,,"What are the top 5 most common headings for buses in the sfmta_buses table, and how many times do they occur?"
sfmta_buses,False,,What proportion of buses have predictable locations and speeds based on their current data?
sfmta_buses,False,,Which train assignment has the highest average speed among its associated buses?
sfmta_buses,False,,"For buses with a speed greater than 10 mph, which train assignment has the highest occurrence of buses, and what is the average speed for those buses?"
sfmta_buses,False,,What is the maximum and minimum distance between two buses in the same train assignment based on their latitude and longitude?
sfmta_buses,True,usa_census_block_groups_2020,What is the average population density (POP10_SQMI) of census block groups within a 1-mile radius of each bus in the sfmta_buses table?
sfmta_buses,True,usa_census_block_groups_2020,Which census block group has the highest population density within a 2-mile radius of a bus with a speed greater than 10 mph?
sfmta_buses,True,usa_census_block_groups_2020,What is the average household size (AVE_HH_SZ) for census block groups that have at least one bus within a 0.5-mile radius?
sfmta_buses,True,usa_census_block_groups_2020,"What is the proportion of owner-occupied housing units (OWNER_OCC) in census block groups with at least one bus within a 1-mile radius, compared to the total number of housing units (HSE_UNITS)?"
sfmta_buses,True,usa_census_block_groups_2020,"Which train assignment has the highest number of buses located within census block groups with a population density greater than 10,000 people per square mile (POP10_SQMI)?"
sfmta_buses,True,usa_census_block_groups_2020,What is the predominant racial or ethnic group in census block groups within a 1-mile radius of buses with predictable locations and speeds?
sfmta_buses,True,usa_census_block_groups_2020,What is the median age (MED_AGE) in census block groups that have at least one bus within a 0.5-mile radius traveling at a speed greater than 15 mph?
sfmta_buses,True,usa_census_block_groups_2020,"For buses with a speed greater than 10 mph, which train assignment has the highest occurrence of buses within census block groups where the majority of the population is Hispanic?"
craigslist_vehicles,False,,How many vehicles are listed for sale in the craigslist_vehicles table?
craigslist_vehicles,False,,What is the most common manufacturer of vehicles listed in the table?
craigslist_vehicles,False,,What is the average price of vehicles listed for sale?
craigslist_vehicles,False,,"What are the top 5 most frequent car models in the listings, and how many times do they occur?"
craigslist_vehicles,False,,"What is the average odometer reading for vehicles with a ""clean"" title status?"
craigslist_vehicles,False,,Which state has the highest number of vehicle listings?
craigslist_vehicles,False,,What proportion of vehicles have an automatic transmission compared to manual and other types?
craigslist_vehicles,False,,"For vehicles priced below $10,000, which paint color is most common?"
craigslist_vehicles,False,,"What is the average price of vehicles with a ""like new"" condition compared to those with a ""fair"" condition?"
craigslist_vehicles,False,,In which year were the majority of the listed vehicles manufactured?
craigslist_vehicles,True,usa_zipcodes,"What is the average price of vehicles listed for sale in regions with a population greater than 10,000?"
craigslist_vehicles,True,usa_zipcodes,"In which zip code area with a population below 5,000 are the highest number of vehicles listed for sale?"
craigslist_vehicles,True,usa_zipcodes,What is the most common type of vehicle listed in regions with a land area greater than 100 square miles?
craigslist_vehicles,True,usa_zipcodes,"For zip code areas with a population density above 1,000 people per square mile, what is the average year of the vehicles listed?"
craigslist_vehicles,True,usa_zipcodes,What is the most common manufacturer of vehicles listed in regions where the majority of the land is covered by water?
craigslist_vehicles,True,usa_zipcodes,"In regions with a population greater than 50,000, which transmission type is most common among listed vehicles?"
craigslist_vehicles,True,usa_zipcodes,What is the average price of vehicles listed in regions with a population density below 500 people per square mile?
craigslist_vehicles,True,usa_zipcodes,Which state has the highest number of vehicle listings in zip code areas with a land area greater than 200 square miles?
craigslist_vehicles,True,usa_zipcodes,"For zip code areas with a population below 2,000, what is the most common paint color of the vehicles listed?"
craigslist_vehicles,False,,How many vehicles are listed for sale in the craigslist_vehicles table?
craigslist_vehicles,False,,What is the most common manufacturer of vehicles in the listings?
craigslist_vehicles,False,,What is the average price of vehicles listed for sale?
craigslist_vehicles,False,,"What are the top 5 most frequent car models in the listings, and how many times do they occur?"
craigslist_vehicles,False,,What proportion of vehicles have a clean title status?
craigslist_vehicles,False,,"What is the average odometer reading for vehicles with a ""like new"" condition?"
craigslist_vehicles,False,,Which state has the highest number of vehicle listings?
craigslist_vehicles,False,,"What are the top 3 most common paint colors for vehicles listed, and how many times do they occur?"
craigslist_vehicles,False,,"For vehicles with an automatic transmission, which manufacturer has the highest average price?"
craigslist_vehicles,False,,"In which region do listings with a price above $10,000 have the highest occurrence?"
craigslist_vehicles,True,usa_census_block_groups_2020,"In which state are vehicles with a price above $20,000 most commonly listed, based on the proximity to census block groups?"
craigslist_vehicles,True,usa_census_block_groups_2020,What is the average price of vehicles listed for sale in census block groups with a median age above 40?
craigslist_vehicles,True,usa_census_block_groups_2020,Which car manufacturer is most popular in census block groups with a majority Hispanic population?
craigslist_vehicles,True,usa_census_block_groups_2020,What is the average odometer reading for vehicles listed in census block groups with a median household income above a certain threshold?
craigslist_vehicles,True,usa_census_block_groups_2020,In which census block group region with a high population density are vehicles with manual transmission most commonly listed?
craigslist_vehicles,True,usa_census_block_groups_2020,"In which county with a high proportion of owner-occupied housing units are vehicles with a ""like new"" condition most commonly listed?"
craigslist_vehicles,True,usa_census_block_groups_2020,What is the average price of electric vehicles in census block groups with a high proportion of renter-occupied housing units?
craigslist_vehicles,True,usa_census_block_groups_2020,Which car model is most commonly listed in census block groups with a high proportion of people aged 25-34?
craigslist_vehicles,True,usa_census_block_groups_2020,What is the most common paint color for vehicles listed in census block groups with a high proportion of Asian population?
craigslist_vehicles,True,usa_census_block_groups_2020,In which census tract with a low population density are vehicles with all-wheel drive most commonly listed?
us_pois_safegraph,False,,How many Points of Interest are in the dataset?
us_pois_safegraph,False,,What is the most common city for Points of Interest?
us_pois_safegraph,False,,What is the average latitude and longitude of Points of Interest in California?
us_pois_safegraph,False,,Which top 5 brands have the most Points of Interest in the dataset?
us_pois_safegraph,False,,What is the most common top category for Points of Interest in New York City?
us_pois_safegraph,False,,What proportion of Points of Interest have a shared polygon?
us_pois_safegraph,False,,How many Points of Interest have a parking lot available?
us_pois_safegraph,False,,"In Los Angeles, what are the top 3 sub-categories with the highest number of Points of Interest?"
us_pois_safegraph,False,,What are the top 5 postal codes with the highest number of Points of Interest?
us_pois_safegraph,False,,"For Points of Interest with a synthetic location, which region has the highest number of such records?"
us_pois_safegraph,True,usa_census_block_groups_2020,What is the total population of Points of Interest within a 1-mile radius of the geographic center of Los Angeles County?
us_pois_safegraph,True,usa_census_block_groups_2020,How many Points of Interest are located in census block groups with a median age above 40?
us_pois_safegraph,True,usa_census_block_groups_2020,What is the average population density in census block groups containing more than 10 Points of Interest?
us_pois_safegraph,True,usa_census_block_groups_2020,Which census block group has the highest number of Points of Interest per square mile?
us_pois_safegraph,True,usa_census_block_groups_2020,"In Texas, what are the top 3 census block groups with the highest number of Points of Interest and a Hispanic population of more than 50%?"
us_pois_safegraph,True,usa_census_block_groups_2020,What is the total number of Points of Interest in census block groups where the owner-occupied housing units are more than 70% of total housing units?
us_pois_safegraph,True,usa_census_block_groups_2020,"How many Points of Interest are located in census block groups with a median household income below $40,000?"
us_pois_safegraph,True,usa_census_block_groups_2020,"In New York City, which census block group has the highest number of Points of Interest per capita?"
us_pois_safegraph,True,usa_census_block_groups_2020,What is the total population living in census block groups containing at least one Starbucks?
us_pois_safegraph,True,usa_census_block_groups_2020,"Find the top 5 census block groups with the highest number of Points of Interest in census block groups with a population density greater than 10,000 people per square mile."
florida_parcels_2020,False,,How many single-family properties are there in the dataset?
florida_parcels_2020,False,,What are the five most common county names in the dataset?
florida_parcels_2020,False,,What is the average land value of condominium properties?
florida_parcels_2020,False,,What are the top 5 most expensive properties based on their joint value (JV)?
florida_parcels_2020,False,,"In the city of Miami, what is the average total living area of single-family properties?"
florida_parcels_2020,False,,What percentage of properties have a total living area greater than 2000 square feet?
florida_parcels_2020,False,,Which property owner has the highest number of properties in the dataset?
florida_parcels_2020,False,,What is the total number of properties that were sold in the year 2020?
florida_parcels_2020,False,,"For properties with a land value greater than $500,000, what is the most common land usage description?"
florida_parcels_2020,False,,In which county is the largest parcel of land (by acres) located?
florida_parcels_2020,True,usa_zipcodes,"How many properties are located in zip codes with a population greater than 10,000?"
florida_parcels_2020,True,usa_zipcodes,"What is the average land value of properties in zip codes with a population less than 5,000?"
florida_parcels_2020,True,usa_zipcodes,In which zip code are the highest number of single-family properties located?
florida_parcels_2020,True,usa_zipcodes,What is the total living area of properties in the zip code with the highest population?
florida_parcels_2020,True,usa_zipcodes,What are the five most common zip codes for condominium properties?
florida_parcels_2020,True,usa_zipcodes,Which zip code has the highest average joint value (JV) for properties?
florida_parcels_2020,True,usa_zipcodes,What is the average population of zip codes where the total living area of properties is greater than 2000 square feet?
florida_parcels_2020,True,usa_zipcodes,"In zip codes with a population greater than 20,000, what is the most common land usage description for properties?"
florida_parcels_2020,True,usa_zipcodes,"What is the average land value of properties in zip codes with a water area greater than 1,000,000 square feet?"
florida_parcels_2020,True,usa_zipcodes,"In zip codes with a population density greater than 1,000 people per square mile, what is the average total living area of single-family properties?"
florida_parcels_2020,False,,How many counties are represented in the Florida parcels 2020 dataset?
florida_parcels_2020,False,,What is the most common land use description in the dataset?
florida_parcels_2020,False,,What is the average land value for single-family properties?
florida_parcels_2020,False,,What were the top 5 cities with the highest number of condominiums in 2020?
florida_parcels_2020,False,,What is the total living area for residential properties built in 2000 or later?
florida_parcels_2020,False,,Which property has the largest acreage in Miami-Dade County?
florida_parcels_2020,False,,"What percentage of parcels in the dataset have an exemption status of ""HOM""?"
florida_parcels_2020,False,,Which owner has the highest number of vacant residential properties in the dataset?
florida_parcels_2020,False,,"What was the total number of property sales in 2019, and what was the average sale price?"
florida_parcels_2020,False,,"In which city were the most mobile homes located, and what was the average land value for mobile homes in that city?"
florida_parcels_2020,True,usa_census_block_groups_2020,What is the average population density in Florida census block groups that contain single-family homes?
florida_parcels_2020,True,usa_census_block_groups_2020,In which census block group with a population of over 1000 residents is the highest number of vacant residential properties located?
florida_parcels_2020,True,usa_census_block_groups_2020,What is the median age for residents living in census block groups with a majority of condominium properties?
florida_parcels_2020,True,usa_census_block_groups_2020,Which census block group has the highest percentage of Hispanic population and also contains mobile homes?
florida_parcels_2020,True,usa_census_block_groups_2020,"What is the total population for census block groups where the majority of properties have a land value greater than $50,000?"
florida_parcels_2020,True,usa_census_block_groups_2020,In which census block group with more than 50% owner-occupied properties is the highest number of multi-family properties with fewer than 10 units located?
florida_parcels_2020,True,usa_census_block_groups_2020,What is the average household size for census block groups containing primarily vacant residential properties?
florida_parcels_2020,True,usa_census_block_groups_2020,"In census block groups where the majority of residents are aged 65 and older, which type of property is most common?"
florida_parcels_2020,True,usa_census_block_groups_2020,What is the percentage of renter-occupied properties in census block groups with a median age of residents below 30 years?
florida_parcels_2020,True,usa_census_block_groups_2020,Which census block group has the highest number of single-family homes and also the highest population density?
zillow_recent_sales_full_peninsula,False,,How many properties were sold recently in the Peninsula region?
zillow_recent_sales_full_peninsula,False,,What is the most common home type among the recently sold properties?
zillow_recent_sales_full_peninsula,False,,What is the average sale price of recently sold properties in the Peninsula region?
zillow_recent_sales_full_peninsula,False,,What are the top 5 cities with the highest number of recently sold properties?
zillow_recent_sales_full_peninsula,False,,What is the average number of bedrooms in recently sold single-family homes?
zillow_recent_sales_full_peninsula,False,,How many recently sold properties have a 3D model available?
zillow_recent_sales_full_peninsula,False,,In which city is the highest sold price per square foot for recently sold properties?
zillow_recent_sales_full_peninsula,False,,What is the average lot area in acres for recently sold single-family homes?
zillow_recent_sales_full_peninsula,False,,How many recently sold properties are non-owner occupied?
zillow_recent_sales_full_peninsula,False,,What is the percentage of recently sold properties that have video content available?
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,"What is the average sale price of properties in census block groups with a population density greater than 10,000 people per square mile?"
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,"In which census block group were the most properties sold recently, and what is its population?"
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,What is the median household income in census block groups where the average sale price of properties is above $1 million?
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,How many recently sold properties are located in census block groups with a median age above 40 years?
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,"In census block groups with a high percentage of owner-occupied housing units, what is the average sale price of recently sold properties?"
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,What is the average sale price of properties in census block groups where the majority of the population identifies as Hispanic?
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,"How many recently sold properties are located in census block groups with a median age below 30 years and a population density above 5,000 people per square mile?"
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,"In which census block group is the highest average sale price of properties, and what are the population demographics of that block group?"
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,What is the average sale price of properties in census block groups with a poverty rate greater than 20%?
zillow_recent_sales_full_peninsula,True,usa_census_block_groups_2020,How many recently sold properties are located in census block groups where more than 50% of the population has a bachelor's degree or higher?
